wind_speed,temperature,humidity,hour_of_day,traffic_index,pm25
3.3090508913552186,17.85117051207718,60.03971147985149,0,78.35838947428837,62.325244107245815
7.6303572980743715,17.409363972159994,76.38026305099905,0,92.19874759651726,66.02184409512888
5.989954563585538,37.1876374156311,73.21126508531114,18,19.505472223636332,66.1581194232426
4.9899386314777745,17.486385995485183,30.77299332856416,4,96.0568536323435,71.73755477346819
1.670139803318274,18.158491783858928,30.447462881903174,12,14.265435147316207,54.83413937358646
1.6699589025215198,32.78194787253891,38.77220574214393,18,50.90818285664711,66.95325826299376
0.9356270912614959,23.492195273516202,45.275230843872606,11,82.9695684417064,76.11297784996978
6.996321093312014,33.301316708655435,48.59189069859379,15,34.98033545115794,44.94332076205546
5.008362588074066,11.960984726931557,67.57880517833416,18,42.48285331769005,53.407272395749054
5.810544333470341,24.62713581020153,23.96763025160848,2,12.818511029909786,23.1186580735477
0.6543837072185184,11.00840800549848,22.427089295824647,11,12.292187999897275,53.526748875400045
7.774323891214958,11.879596103660635,47.43373940607363,4,61.956822477865956,46.755062449111875
6.743319806003163,37.19312360033233,68.80145844965864,1,67.55323686200568,46.01900673297853
2.092543330087071,14.177361133527855,33.54047400695378,21,77.73325140821933,70.75389875137076
1.8636872540532545,25.972620468256515,64.90531368793762,6,55.668205268175356,76.17869522219445
1.8755338239007537,22.332868078021196,38.187969655820964,12,64.5759292261306,48.56712368684538
2.781816822196533,20.42029978776528,82.02602761694615,14,1.3517271699720057,48.1673975646053
4.435673237241784,36.99500037061817,82.69829609866315,21,16.217072713718807,54.102361686847175
3.739587639815868,10.654701903264685,40.81010429969285,2,98.49147660169047,80.80609607718138
2.6842185514853143,29.913690585267673,36.09956277742684,20,7.59935063158318,45.722723340577474
5.088896710417846,38.901833026406514,48.79127804463619,19,67.8788222260245,92.57747359353692
1.5462039548903137,26.805045503855258,36.83721096261041,4,17.608263303171622,50.375563969051164
2.6910848640141363,38.104673860992754,67.06686903041926,23,71.6718585767642,73.8465305115038
